fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,hue,saturation,value,emocion,confianza_emocional,score_ira,score_tristeza,score_romanticismo,score_energía,score_alegría,score_relajación,score_calma,score_aburrimiento,coherencia_emocional,temperatura_color,luminosidad_cat,saturacion_cat,emocion_optima,alineacion_emocional,mean_R_norm,mean_G_norm,mean_B_norm,mean_L_norm,mean_a_norm,mean_b_norm,contrast_L_norm,hue_norm,saturation_norm,value_norm
OpenFoodFacts,Mermeladas,Confiture Cerises,https://images.openfoodfacts.org/images/products/327/019/000/7074/front_fr.52.400.jpg,151.0721,121.405,132.0107,53.1376,13.8349,0.0994,32.852,338.5506,0.1964,0.5924,Romanticismo,0.2479,0.1173596238334542,0.11205177851058029,0.24789460565214347,0.23998646213394229,0.11982383948271079,0.013626240475624142,0.04539336694467664,0.10386408296686821,24.79,Cálido,Medio,Apagado,Alegría,False,0.5325,0.4323,0.5227,0.4532,0.7972,0.3515,0.8921,0.9405,0.2123,0.5323
OpenFoodFacts,Mermeladas,"Les Comtes de Provence - Black Currant Preserves, 350g (12.3oz) Jar",https://images.openfoodfacts.org/images/products/332/449/999/0169/front_fr.50.400.jpg,141.6051,132.833,111.2683,55.0027,0.2572,13.076,22.9234,42.6506,0.2142,0.5553,Romanticismo,0.2258,0.10887219216104285,0.11449012782045236,0.22575346251952302,0.2134944355314044,0.16535111175518635,0.012227891984831289,0.027334332489454532,0.13247644573810513,22.58,Cálido,Medio,Apagado,Alegría,False,0.4896,0.4811,0.4306,0.4751,0.381,0.5648,0.5444,0.1185,0.2316,0.4895
OpenFoodFacts,Mermeladas,Confiture de fraise Intense,https://images.openfoodfacts.org/images/products/360/858/082/3445/front_en.62.400.jpg,105.4646,70.7326,76.2906,33.8295,16.5137,5.3535,25.7728,350.3985,0.3293,0.4136,Neutro/Ambiguo,0.2164,0.13922504143189585,0.15166272764949615,0.21511765420978288,0.2164225569024299,0.1650062832373924,0.014487107193877788,0.037719719305060864,0.060358910070064165,21.64,Cálido,Oscuro,Moderado,Alegría,False,0.3258,0.2158,0.2753,0.2267,0.8794,0.4378,0.6442,0.9734,0.356,0.3258
OpenFoodFacts,Mermeladas,Hero Light - Ciliegie Nere,https://images.openfoodfacts.org/images/products/800/008/000/4365/front_it.23.400.jpg,143.2286,140.0196,146.7836,57.9139,5.7863,-1.9295,30.3926,268.4654,0.0461,0.5756,Neutro/Ambiguo,0.2142,0.10419057791187718,0.12837764663345405,0.16979393647132296,0.1736808776488544,0.044624328965801915,0.050939641941098714,0.11417022661653295,0.21422276381105784,21.42,Cálido,Medio,Apagado,Alegría,False,0.4969,0.5118,0.5883,0.5092,0.5505,0.3182,0.806,0.7458,0.0498,0.5129
OpenFoodFacts,Mermeladas,Confiture extra abricots,https://images.openfoodfacts.org/images/products/325/039/010/5213/front_fr.40.400.jpg,101.2768,113.3759,104.8706,45.6999,-5.578,4.1272,26.4245,137.8218,0.1067,0.4446,Tristeza,0.2761,0.10202311570736655,0.2760663749120082,0.17928637928455063,0.09998321836040414,0.05051697291951583,0.040535477644196904,0.08940301617152514,0.16218544500043267,27.61,Frío,Medio,Apagado,Alegría,False,0.3069,0.398,0.4022,0.366,0.2021,0.4177,0.667,0.3829,0.1154,0.3616
OpenFoodFacts,Mermeladas,CONFITURE EXTRA de myrtilles 50% fruits - BIO,https://images.openfoodfacts.org/images/products/325/039/189/8923/front_fr.56.400.jpg,154.0976,164.4932,145.4207,64.96,-6.1744,8.6997,32.1728,92.7034,0.1159,0.6451,Aburrimiento,0.2326,0.13004058572301733,0.05176278613848321,0.1803740788176951,0.21909550098833094,0.12371876974030238,0.012490983203787361,0.049940466086821074,0.23257682930156257,23.26,Cálido,Medio,Apagado,Alegría,False,0.5462,0.6164,0.5823,0.5919,0.1838,0.4928,0.8683,0.2575,0.1253,0.5932
OpenFoodFacts,Mermeladas,Mermelada melocotón,https://images.openfoodfacts.org/images/products/848/000/086/6844/front_es.7.400.jpg,151.8382,138.7355,131.2264,58.7461,4.5281,5.9944,12.1287,21.8586,0.1357,0.5954,Neutro/Ambiguo,0.195,0.09667653809539901,0.10322251073746205,0.18287150966230206,0.17355857472074243,0.13330824892614315,0.03170286318713528,0.08363139464582034,0.19502836002499568,19.5,Neutro,Medio,Apagado,Alegría,False,0.536,0.5063,0.5193,0.519,0.5119,0.4484,0.1664,0.0607,0.1467,0.5358
OpenFoodFacts,Mermeladas,"Confiture myrtille 65% de fruits, 320g",https://images.openfoodfacts.org/images/products/325/622/992/2617/front_fr.34.400.jpg,83.7171,83.1356,83.6868,33.1856,0.6077,-0.236,34.2633,303.1264,0.0069,0.3283,Tristeza,0.2521,0.14478933894197868,0.2520743734419608,0.12768483882130427,0.10401229302095624,0.022120306323142224,0.08383001175319037,0.11373831510591575,0.15175052259155158,25.21,Neutro,Oscuro,Apagado,Alegría,False,0.2273,0.2688,0.3081,0.2191,0.3917,0.346,0.9415,0.8421,0.0075,0.2272
OpenFoodFacts,Mermeladas,Orangen Marmelade,https://images.openfoodfacts.org/images/products/000/002/000/0790/front_es.60.400.jpg,198.4521,156.4521,120.9417,67.5756,12.9247,25.9793,21.4703,27.4882,0.3906,0.7782,Aburrimiento,0.2895,0.019919604498449876,0.03223431253521373,0.13148477778617806,0.21877518936730303,0.23902469263811402,0.02134071688254711,0.04770961061145575,0.2895110956807384,28.95,Cálido,Medio,Moderado,Alegría,False,0.7472,0.582,0.4736,0.6226,0.7693,0.7768,0.4936,0.0764,0.4223,0.747
OpenFoodFacts,Mermeladas,bio mirtilli lidl,https://images.openfoodfacts.org/images/products/433/561/917/2708/front_en.15.400.jpg,119.2542,102.3485,103.2151,43.9441,8.2065,2.269,26.6048,356.9244,0.1418,0.4677,Neutro/Ambiguo,0.2148,0.11565695656971593,0.19753446100790062,0.21479578712039968,0.16040660765657722,0.09301167688884661,0.022329599904676808,0.07761651996521471,0.11864839088666847,21.48,Cálido,Medio,Apagado,Alegría,False,0.3883,0.3508,0.3949,0.3454,0.6247,0.3872,0.6734,0.9915,0.1533,0.3883
OpenFoodFacts,Mermeladas,Myrtille 65% de fruits,https://images.openfoodfacts.org/images/products/356/470/671/9507/front_fr.24.400.jpg,100.2886,100.6127,102.8641,40.7314,0.5603,-1.2977,32.0599,232.4496,0.025,0.4034,Tristeza,0.3475,0.06546604337545137,0.3474926412469824,0.12849013273707952,0.05350486044396629,0.015155437659380596,0.0968828077384796,0.12140086485894466,0.17160721193971554,34.75,Neutro,Medio,Apagado,Alegría,False,0.3024,0.3434,0.3933,0.3077,0.3903,0.3285,0.8644,0.6457,0.027,0.314
OpenFoodFacts,Mermeladas,Myrtille Intense,https://images.openfoodfacts.org/images/products/360/858/082/3490/front_fr.10.400.jpg,104.6723,101.1579,102.3592,40.9514,1.6231,-0.0121,35.7619,339.4907,0.0336,0.4105,Tristeza,0.263,0.08599225314201257,0.26301489304021164,0.17363803763860383,0.12357091333320737,0.04059324846854317,0.07630837311825128,0.09774194592571543,0.13914033533345466,26.3,Neutro,Medio,Apagado,Alegría,False,0.3223,0.3458,0.3911,0.3102,0.4228,0.3497,0.994,0.9431,0.0363,0.3222
OpenFoodFacts,Mermeladas,Temporada higos,https://images.openfoodfacts.org/images/products/841/017/503/2935/front_es.48.400.jpg,139.2809,119.9928,114.6332,51.4806,7.7959,6.3068,21.9983,13.0469,0.177,0.5462,Romanticismo,0.2293,0.11004822259674774,0.1376928375639708,0.22933123535265992,0.18422305735644726,0.1429506785585399,0.01550626188506374,0.058474227139823004,0.12177347954674764,22.93,Cálido,Medio,Apagado,Alegría,False,0.4791,0.4262,0.4456,0.4338,0.6121,0.4535,0.512,0.0362,0.1914,0.479
OpenFoodFacts,Mermeladas,MYRTILLE,https://images.openfoodfacts.org/images/products/333/072/025/1114/front_fr.64.400.jpg,160.3356,154.0694,151.5525,62.6698,2.637,2.3744,32.5419,17.1937,0.0548,0.6288,Aburrimiento,0.225,0.07108545806278169,0.10556102768769061,0.1549298458626545,0.16269690303383122,0.11150358989353887,0.07349466239308423,0.09576462406566777,0.22496388900075112,22.5,Neutro,Medio,Apagado,Alegría,False,0.5745,0.5718,0.6095,0.565,0.4539,0.3889,0.8813,0.0478,0.0592,0.5744
OpenFoodFacts,Mermeladas,Compotée fruits rouge,https://images.openfoodfacts.org/images/products/360/858/014/0498/front_en.3.400.jpg,146.2839,106.3353,97.3089,48.8902,15.2582,13.8081,25.9409,11.0584,0.3348,0.5737,Romanticismo,0.2329,0.05093483746824503,0.1758713450078561,0.23289229353208005,0.21210162317359404,0.1974078621581404,0.0145216206894642,0.03031398453371689,0.08595643343690333,23.29,Cálido,Medio,Moderado,Alegría,False,0.5108,0.3679,0.3686,0.4034,0.8409,0.5768,0.6501,0.0307,0.362,0.5107
OpenFoodFacts,Mermeladas,Confiture de fraise,https://images.openfoodfacts.org/images/products/611/102/101/4205/front_fr.14.400.jpg,99.4914,90.3776,82.8848,38.5164,3.2584,6.0826,19.7976,27.0716,0.1669,0.3902,Tristeza,0.233,0.10716142774076651,0.23296055053714457,0.15961395971536968,0.10318282762502062,0.1246254731398839,0.039439833610049144,0.0894220008931953,0.1435939267385703,23.3,Neutro,Oscuro,Apagado,Alegría,False,0.2988,0.2997,0.3046,0.2817,0.473,0.4498,0.435,0.0752,0.1805,0.2988
OpenFoodFacts,Mermeladas,Confiture 70% de pêche,https://images.openfoodfacts.org/images/products/317/406/103/9228/front_fr.8.400.jpg,100.6053,75.5283,46.8224,33.5473,7.4981,19.669,22.4621,32.0242,0.5346,0.3945,Alegría,0.2345,0.11353550310233558,0.2079771000077148,0.1580209332096424,0.17075615454408358,0.2344582823265396,0.01691881705577556,0.02597269693381766,0.07236051282009082,23.45,Cálido,Oscuro,Moderado,Alegría,True,0.3038,0.2362,0.1444,0.2234,0.603,0.6731,0.5283,0.089,0.578,0.3037
OpenFoodFacts,Mermeladas,"Confiture, 70% de figue",https://images.openfoodfacts.org/images/products/317/406/103/9198/front_fr.20.400.jpg,106.7721,92.6114,84.4432,39.4544,5.8815,6.6363,26.3826,21.9488,0.2091,0.4187,Neutro/Ambiguo,0.2077,0.1170567600394406,0.207670773511296,0.19206345052591092,0.1354783782365271,0.1422484406768923,0.02081740336692562,0.07020128652974761,0.1144635071132598,20.77,Cálido,Oscuro,Apagado,Alegría,False,0.3318,0.3092,0.3115,0.2927,0.5534,0.4589,0.6656,0.061,0.2261,0.3317
OpenFoodFacts,Mermeladas,Confiture Extra Bio Fraise,https://images.openfoodfacts.org/images/products/359/671/055/3914/front_fr.29.400.jpg,147.6375,129.519,112.7001,54.2752,5.0732,12.2806,29.2586,28.8841,0.2366,0.579,Romanticismo,0.2266,0.1016751136156967,0.11144609913254923,0.2266198315699868,0.20940301711366344,0.1900723733691014,0.012602808851160285,0.030159504213567244,0.11802125213427488,22.66,Cálido,Medio,Apagado,Alegría,False,0.5169,0.4669,0.437,0.4666,0.5286,0.5517,0.7663,0.0802,0.2558,0.5169
OpenFoodFacts,Mermeladas,Confiture Figues,https://images.openfoodfacts.org/images/products/356/470/668/4485/front_fr.22.400.jpg,145.0965,140.3249,133.9672,57.5092,1.1525,5.0537,31.4246,34.2755,0.0767,0.569,Aburrimiento,0.2251,0.077032060692694,0.14665265797335356,0.15133338991933984,0.13655531584469813,0.0979929011886928,0.06528406434155215,0.10005933667689874,0.22509027336277082,22.51,Neutro,Medio,Apagado,Alegría,False,0.5054,0.5131,0.5314,0.5045,0.4084,0.4329,0.8421,0.0952,0.0829,0.5053
OpenFoodFacts,Mermeladas,Les allégés,https://images.openfoodfacts.org/images/products/356/470/072/4859/front_fr.61.400.jpg,110.2538,119.471,128.5553,48.3652,0.6253,-6.0727,30.5061,209.7821,0.1424,0.5041,Tristeza,0.2497,0.08818997729626396,0.24974247263250393,0.16514637882135147,0.09712402480977443,0.03915797617746434,0.05528659209074224,0.1182591987477613,0.18709337942413834,24.97,Frío,Medio,Apagado,Alegría,False,0.3475,0.424,0.5074,0.3972,0.3922,0.2501,0.81,0.5828,0.154,0.4303
OpenFoodFacts,Mermeladas,Mirabelle intense,https://images.openfoodfacts.org/images/products/360/858/082/3544/front_fr.23.400.jpg,205.1034,158.6729,101.7107,68.5394,12.4206,35.9309,17.8949,33.0558,0.5041,0.8043,Aburrimiento,0.3421,0.015115601435584401,0.03333674858420213,0.11342999701101303,0.18165167631452486,0.23304471234017615,0.024225179102712595,0.057046885322603366,0.3421491998891835,34.21,Cálido,Medio,Moderado,Alegría,False,0.7773,0.5915,0.3882,0.6339,0.7539,0.9404,0.3684,0.0918,0.545,0.7771
OpenFoodFacts,Mermeladas,Rhapsodie de fruit abricots extra,https://images.openfoodfacts.org/images/products/349/239/000/5456/front_fr.4.400.jpg,109.9261,96.2845,84.6877,40.3552,4.5048,8.5262,29.3605,27.5694,0.2296,0.4311,Neutro/Ambiguo,0.2187,0.11736439724270263,0.2186750582648124,0.19119637514998844,0.13183239913990583,0.15246492973615328,0.017488772879688773,0.0615970174732167,0.10938105011353198,21.87,Cálido,Medio,Apagado,Alegría,False,0.3461,0.3249,0.3126,0.3033,0.5112,0.49,0.7699,0.0766,0.2482,0.346
OpenFoodFacts,Mermeladas,Confiture abricot extra,https://images.openfoodfacts.org/images/products/376/012/121/0661/front_fr.30.400.jpg,153.8088,122.3278,107.4453,54.5383,15.3478,14.3602,26.6323,19.2598,0.3014,0.6032,Energía,0.2422,0.04863646670696285,0.11179435909992355,0.22990620341393223,0.2422018238414584,0.20272555829856298,0.015052733250545448,0.031125846438424785,0.11855700895018974,24.22,Cálido,Medio,Moderado,Alegría,False,0.5449,0.4362,0.4136,0.4696,0.8436,0.5859,0.6743,0.0535,0.3259,0.5448
OpenFoodFacts,Mermeladas,Confettura Ciliegie,https://images.openfoodfacts.org/images/products/000/008/029/8335/front_fr.36.400.jpg,122.1159,116.6794,110.5813,48.3484,1.4438,4.2577,24.6919,31.7207,0.0945,0.4789,Tristeza,0.2347,0.0696071155168296,0.23473354232838778,0.15955153420870727,0.09670114423781942,0.09819400818744278,0.07063690085573013,0.09674709327655376,0.1738286613885293,23.47,Neutro,Medio,Apagado,Alegría,False,0.4013,0.4121,0.4276,0.397,0.4173,0.4198,0.6064,0.0881,0.1022,0.4012
OpenFoodFacts,Mermeladas,Cerise Noire,https://images.openfoodfacts.org/images/products/333/072/025/1404/front_fr.48.400.jpg,136.6845,120.7932,111.4625,51.4581,5.3592,8.001,20.681,22.1966,0.1845,0.536,Neutro/Ambiguo,0.2143,0.10611847885607882,0.1501515463912576,0.2142735497235207,0.16658950941637343,0.15140644037351036,0.017161852202348633,0.06110998896945398,0.13318863406745643,21.43,Cálido,Medio,Apagado,Alegría,False,0.4673,0.4297,0.4315,0.4335,0.5374,0.4814,0.4659,0.0617,0.1995,0.4672
OpenFoodFacts,Mermeladas,confiture abricots,https://images.openfoodfacts.org/images/products/304/532/000/1532/front_en.60.400.jpg,157.7804,132.2399,114.7887,56.8412,8.773,13.9162,22.3692,24.3552,0.2725,0.6187,Energía,0.2406,0.07630295709842917,0.08075300652732614,0.2225461928217312,0.24063417373601176,0.2155679394166852,0.013363406994292747,0.025160516393717993,0.12567180701180586,24.06,Cálido,Medio,Moderado,Alegría,False,0.5629,0.4786,0.4463,0.4967,0.642,0.5786,0.525,0.0677,0.2946,0.5627
OpenFoodFacts,Mermeladas,Mermelada frambuesa,https://images.openfoodfacts.org/images/products/848/000/086/0330/front_pt.19.400.jpg,148.3337,116.0682,116.2343,52.0394,12.7465,6.059,20.8257,359.6911,0.2175,0.5817,Romanticismo,0.2524,0.10470193338688166,0.11722941298288754,0.25242758432544093,0.2283364603217509,0.15652471578893015,0.012624588390078883,0.0361256260264162,0.09202967877761366,25.24,Cálido,Medio,Apagado,Alegría,False,0.5201,0.4095,0.4527,0.4403,0.7639,0.4494,0.471,0.9992,0.2352,0.52
OpenFoodFacts,Mermeladas,Confiture allégée framboise,https://images.openfoodfacts.org/images/products/325/039/013/7818/front_fr.32.400.jpg,140.8864,115.3563,122.8293,51.0093,13.7107,2.7433,33.0205,342.4372,0.1812,0.5525,Romanticismo,0.253,0.1118245489774468,0.1291453584534107,0.253043823153922,0.22964395538745078,0.13259870735762713,0.013018878064130738,0.0407747562368561,0.08994997236915578,25.3,Cálido,Medio,Apagado,Alegría,False,0.4863,0.4064,0.482,0.4282,0.7934,0.3949,0.898,0.9513,0.1959,0.4863
OpenFoodFacts,Mermeladas,Myrtille,https://images.openfoodfacts.org/images/products/356/007/150/3147/front_fr.12.400.jpg,119.6043,129.2282,141.524,52.6654,1.2883,-7.1293,28.2215,213.6568,0.1549,0.555,Neutro/Ambiguo,0.1984,0.09991161655571043,0.1912070812221427,0.17769819355025204,0.13027878381998648,0.0499549722011326,0.039998728916888646,0.11255946343461132,0.19839116029927578,19.84,Frío,Medio,Apagado,Alegría,False,0.3899,0.4657,0.565,0.4477,0.4126,0.2327,0.73,0.5935,0.1675,0.4891
OpenFoodFacts,Mermeladas,"Les Comtes de Provence - Apricot Preserves, 350g (12.3oz) Jar",https://images.openfoodfacts.org/images/products/332/449/999/0060/front_fr.57.400.jpg,124.2933,126.2864,114.0482,51.9304,-2.2734,7.038,19.9993,69.7715,0.0969,0.4952,Neutro/Ambiguo,0.1994,0.10168694345412375,0.19935359667606503,0.1855074667595067,0.13116211582598414,0.07132322180848343,0.036250433119146205,0.08725542392153061,0.18746079843516017,19.94,Neutro,Medio,Apagado,Alegría,False,0.4112,0.4531,0.443,0.4391,0.3034,0.4655,0.442,0.1938,0.1048,0.4201
OpenFoodFacts,Mermeladas,Confiture De Fraises 430 G,https://images.openfoodfacts.org/images/products/611/118/400/1074/front_fr.4.400.jpg,128.1357,112.3338,97.0084,47.387,4.5356,11.4237,26.0335,29.5408,0.2429,0.5025,Romanticismo,0.2227,0.10592789230957309,0.18791367716755306,0.22266343524274254,0.1676969696182356,0.17568794967118503,0.012517067821788883,0.03532722857250147,0.09226577959642031,22.27,Cálido,Medio,Apagado,Alegría,False,0.4286,0.3935,0.3673,0.3857,0.5121,0.5376,0.6534,0.0821,0.2626,0.4285
OpenFoodFacts,Mermeladas,Confiture d'abricot,https://images.openfoodfacts.org/images/products/332/975/700/3919/front_fr.33.400.jpg,138.5616,133.5133,124.7379,55.3496,1.1418,6.1396,22.3237,38.0885,0.0998,0.5434,Neutro/Ambiguo,0.2075,0.08629587126078092,0.1582894867759934,0.1653831220383058,0.13628402192060865,0.10043041978137998,0.05027315006084739,0.09556103913633075,0.20748288902575313,20.75,Neutro,Medio,Apagado,Alegría,False,0.4758,0.484,0.4904,0.4792,0.4081,0.4508,0.5234,0.1058,0.1079,0.4757
OpenFoodFacts,Mermeladas,Aardbeien Confiture,https://images.openfoodfacts.org/images/products/304/532/008/2586/front_nl.25.400.jpg,135.9497,130.7112,129.2498,53.2786,2.0272,2.4508,35.9326875,13.0874,0.0493,0.5331,Neutro/Ambiguo,0.1796,0.06426651340490584,0.17607967254345105,0.17281903421382164,0.13128605610466718,0.1077380431553828,0.07611067293798708,0.09205210370361556,0.17964790393616886,17.96,Neutro,Medio,Apagado,Alegría,False,0.464,0.472,0.5105,0.4549,0.4352,0.3901,1.0,0.0364,0.0533,0.4638
OpenFoodFacts,Mermeladas,Raspberry Conserve,https://images.openfoodfacts.org/images/products/304/532/009/4084/front_en.3.400.jpg,129.0909,118.392,105.2841,49.5644,2.0643,9.2955,24.6687,33.0357,0.1844,0.5062,Neutro/Ambiguo,0.205,0.10830819718699425,0.18796441712162848,0.20501352825763966,0.1464538391936518,0.13537351628357489,0.018062514065659122,0.06194003046688394,0.1368839574239678,20.5,Cálido,Medio,Apagado,Alegría,False,0.4329,0.4194,0.404,0.4113,0.4364,0.5026,0.6056,0.0918,0.1994,0.4328
OpenFoodFacts,Mermeladas,Bio strawberries,https://images.openfoodfacts.org/images/products/433/561/916/7148/front_en.34.400.jpg,153.717,118.2124,104.3115,52.5305,12.6664,14.4067,25.5748,16.8818,0.3214,0.6028,Romanticismo,0.231,0.05605803883654324,0.13137955040702887,0.23103167146841913,0.22761146224795645,0.21039268275996664,0.014120814879370277,0.027715326471464397,0.10169045292925094,23.1,Cálido,Medio,Moderado,Alegría,False,0.5445,0.4186,0.3997,0.4461,0.7614,0.5866,0.6373,0.0469,0.3475,0.5444
OpenFoodFacts,Mermeladas,Emotion,https://images.openfoodfacts.org/images/products/356/007/127/0346/front_fr.36.400.jpg,109.6353,97.736,91.4303,40.8052,3.853,5.3908,29.1043,20.7823,0.1661,0.4299,Tristeza,0.232,0.09633246647597656,0.23202645224647223,0.16932144757212858,0.10871529418930649,0.12175234218980659,0.040977261268476055,0.08896114107351533,0.14191359498431808,23.2,Neutro,Medio,Apagado,Alegría,False,0.3447,0.3311,0.3425,0.3085,0.4912,0.4385,0.7609,0.0577,0.1796,0.3446
OpenFoodFacts,Mermeladas,Confiture Orange Citron,https://images.openfoodfacts.org/images/products/325/039/343/6420/front_fr.3.400.jpg,137.9158,116.493,76.1461,49.2638,4.3584,23.616,25.5021,39.191,0.4479,0.5408,Tristeza,0.2505,0.01852855452161253,0.25051381206799683,0.20657747979012975,0.17944353817984182,0.18779738443384583,0.017491729675484808,0.023276742900652746,0.11637075843043566,25.05,Cálido,Medio,Moderado,Alegría,False,0.4729,0.4113,0.2746,0.4078,0.5067,0.738,0.6347,0.1089,0.4843,0.4727
OpenFoodFacts,Mermeladas,kissan mixed fruit jam,https://images.openfoodfacts.org/images/products/890/103/083/1690/front_en.15.400.jpg,173.8131,158.728,152.2934,66.7406,5.0315,6.5537,14.9484,17.9406,0.1238,0.6816,Aburrimiento,0.2224,0.10310055372268503,0.06314651663817955,0.1625581082417692,0.18083321403575742,0.1600725764409617,0.02549455695086252,0.08236376787244054,0.222430706097344,22.24,Cálido,Medio,Apagado,Alegría,False,0.6355,0.5917,0.6128,0.6128,0.5273,0.4576,0.2652,0.0498,0.1339,0.6354
OpenFoodFacts,Mermeladas,Confiture myrtilles,https://images.openfoodfacts.org/images/products/304/532/007/2525/front_fr.35.400.jpg,107.8368,90.3726,89.5063,40.7384,9.7089,6.0892,24.085,2.8356,0.17,0.4229,Romanticismo,0.2258,0.12178372524664116,0.18734600464240714,0.2258321170789355,0.17496885550681474,0.1480925172459218,0.013172576111992148,0.04791341249848638,0.08089079166880112,22.58,Cálido,Medio,Apagado,Alegría,False,0.3366,0.2997,0.334,0.3078,0.6707,0.4499,0.5851,0.0079,0.1838,0.3365
